pid,other_pids,title,year,journal,link,type
h/YingHe1,"['37/3940', '260/0881', '92/2834-4', 'h/YingHe1', '27/2098']",STD-Net: Structure-preserving and Topology-adaptive Deformation Network for 3D Reconstruction from a Single Image.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2003.03551')])",article
h/YingHe1,"['02/6629', '122/2673', '10/1103', '201/6850', '18/30', 'h/YingHe1']",MOPS-Net: A Matrix Optimization-driven Network forTask-Oriented 3D Point Cloud Downsampling.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2005.00383')])",article
h/YingHe1,"['24/5091', '77/4730', '137/2585', '79/627', '07/3794', '94/3019-30', 'h/YingHe1']",Deep Patch-based Human Segmentation.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2007.05661')])",article
h/YingHe1,"['02/6629', '122/2673', '18/30', 'h/YingHe1']",Deep Magnification-Arbitrary Upsampling over 3D Point Clouds.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2011.12745')])",article
h/YingHe1,"['201/6850', '122/2673', '02/6629', '38/5125', 'h/YingHe1']",ParaNet: Deep Regular Representation for 3D Point Clouds.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2012.03028')])",article
h/YingHe1,"['10/1103', '02/6629', '229/4847', '122/2673', '21/780', 'h/YingHe1']",CorrNet3D: Unsupervised End-to-end Learning of Dense Correspondence for 3D Point Clouds.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2012.15638')])",article
h/YingHe1,"['190/1787', '27/2098', '09/5452', '45/1208', 'h/YingHe1']",DE-Path: A Differential-Evolution-Based Method for Computing Energy-Minimizing Paths on Surfaces.,2019,Comput. Aided Des.,https://doi.org/10.1016/j.cad.2019.05.025,article
h/YingHe1,"['03/3638', 'h/YingHe1', '24/3702', '38/5125', '182/7262', '27/2098']",Vectorization Based Color Transfer for Portrait Images.,2019,Comput. Aided Des.,https://doi.org/10.1016/j.cad.2019.05.005,article
h/YingHe1,"['58/10532', '246/0245', '230/8674', 'h/YingHe1', '08/4340', '49/5065', '34/946']",Parallelizing discrete geodesic algorithms with perfect efficiency.,2019,Comput. Aided Des.,https://doi.org/10.1016/j.cad.2019.05.023,article
h/YingHe1,"['225/4426', '97/2964', '26/8378', '49/3103', '72/3380', 'h/YingHe1']",Field-aligned Quadrangulation for Image Vectorization.,2019,Comput. Graph. Forum,https://doi.org/10.1111/cgf.13826,article
h/YingHe1,"['137/2585', '23/6641', '42/2501-1', '70/2079', '144/7479', 'h/YingHe1']",3D articulated skeleton extraction using a single consumer-grade depth camera.,2019,Comput. Vis. Image Underst.,https://doi.org/10.1016/j.cviu.2019.102792,article
h/YingHe1,"['92/2954-2', '80/4735', '92/1375-18', '42/2501-1', 'h/YingHe1', '44/7265', 'c/XiuzhenCheng']",VisioMap: Lightweight 3-D Scene Reconstruction Toward Natural Indoor Localization.,2019,IEEE Internet Things J.,https://doi.org/10.1109/JIOT.2019.2924244,article
h/YingHe1,"['72/2676', '54/6561', '55/6910', '198/4010', '122/2673', '91/3699', 'h/YingHe1']",ImmerTai: Immersive Motion Learning in VR Environments.,2019,J. Vis. Commun. Image Represent.,https://doi.org/10.1016/j.jvcir.2018.11.039,article
h/YingHe1,"['173/0901', '190/1787', '27/2098', 'h/YingHe1', '89/1688']",LineUp: Computing Chain-Based Physical Transformation.,2019,ACM Trans. Graph.,https://doi.org/10.1145/3269979,article
h/YingHe1,"['93/5262', 'h/YingHe1', '26/3470', '97/2964', '12/1053-1', '49/4096']",Constructing 3D Self-Supporting Surfaces with Isotropic Stress Using 4D Minimal Hypersurfaces of Revolution.,2019,ACM Trans. Graph.,https://doi.org/10.1145/3188735,article
h/YingHe1,"['190/1787', '136/5469', '173/0901', '27/2098', 'h/YingHe1']",Fast Computation of Content-Sensitive Superpixels and Supervoxels Using Q-Distances.,2019,ICCV,https://doi.org/10.1109/ICCV.2019.00387,inproceedings
h/YingHe1,"['238/0488', '137/2585', 'h/YingHe1', '94/3019-30']",Kernel-Free Image Deblurring with a Pair of Blurred/Noisy Images.,2019,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1903.10667')])",article
h/YingHe1,"['69/4450', '137/2585', '34/7408', '20/10149', '95/3736', 'h/YingHe1', '43/835']",HLO: Half-kernel Laplacian Operator for Surface Smoothing.,2019,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1905.04678')])",article
h/YingHe1,"['190/1787', '136/5469', '173/0901', '27/2098', 'h/YingHe1']","Geodesic Centroidal Voronoi Tessellations: Theories, Algorithms and Applications.",2019,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1907.00523')])",article
h/YingHe1,"['03/3638', '24/3702', '26/3470', '72/3380', '27/2098', '25/3415', '79/627', 'h/YingHe1']",Decorating 3D models with Poisson vector graphics.,2018,Comput. Aided Des.,https://doi.org/10.1016/j.cad.2018.04.019,article
h/YingHe1,"['72/3380', '49/4096', 'h/YingHe1', '97/2964', '121/8989', '98/6239', '22/298']",Lightweight preprocessing and fast query of geodesic distance via proximity graph.,2018,Comput. Aided Des.,https://doi.org/10.1016/j.cad.2018.04.021,article
h/YingHe1,"['222/9006', '190/5879', '27/2098', 'h/YingHe1', '89/1688']",Interactive Partitioning of 3D Models into Printable Parts.,2018,IEEE Computer Graphics and Applications,"['https://doi.org/10.1109/MCG.2018.042731658', 'http://doi.ieeecomputersociety.org/10.1109/MCG.2018.042731658', 'https://www.wikidata.org/entity/Q57124160']",article
h/YingHe1,"['121/8989', '62/8074', '72/3380', 'h/YingHe1', '97/2964', '98/6239']",An approximate method for circle packing and disc covering.,2018,Commun. Inf. Syst.,https://doi.org/10.4310/cis.2018.v18.n2.a1,article
h/YingHe1,"['121/8989', '18/3046', '72/3380', '97/2964', 'h/YingHe1', '98/6239']",Algebraic equation of geodesics on the 2D Euclidean space with an exponential density function.,2018,Commun. Inf. Syst.,https://doi.org/10.4310/cis.2018.v18.n2.a2,article
h/YingHe1,"['121/8989', '92/7950', '47/6960', '91/3511', '72/3380', 'h/YingHe1', '98/6239']",FoldedGI: A highly parallel algorithm for interference detection by folding a geometry image into a 1D buffer.,2018,Graph. Model.,https://doi.org/10.1016/j.gmod.2018.05.002,article
h/YingHe1,"['27/2098', '173/0901', '214/1672', 'h/YingHe1']",Intrinsic Manifold SLIC: A Simple and Efficient Method for Computing Content-Sensitive Superpixels.,2018,IEEE Trans. Pattern Anal. Mach. Intell.,"['https://doi.org/10.1109/TPAMI.2017.2686857', 'http://doi.ieeecomputersociety.org/10.1109/TPAMI.2017.2686857', 'https://www.wikidata.org/entity/Q47910268']",article
h/YingHe1,"['136/5469', '190/5879', '27/2098', 'h/YingHe1', '89/1688']",Delta DLP 3-D Printing of Large Models.,2018,IEEE Trans Autom. Sci. Eng.,https://doi.org/10.1109/TASE.2017.2751664,article
h/YingHe1,"['136/5469', '27/2098', 'h/YingHe1']",Delaunay mesh simplification with differential evolution.,2018,ACM Trans. Graph.,https://doi.org/10.1145/3272127.3275068,article
h/YingHe1,"['137/2585', '60/3415', '42/2501-1', '10/4950', 'h/YingHe1']",Low Rank Matrix Approximation for Geometry Filtering.,2018,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1803.06783')])",article
h/YingHe1,"['232/2174', '38/5125', '54/8293', '77/4730', '147/1559', 'h/YingHe1']",Parallel and Scalable Heat Method.,2018,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1812.06060')])",article
h/YingHe1,"['92/7950', '121/8989', '72/3380', 'h/YingHe1', '77/35-2', '59/2379']",An optimization-driven approach for computing geodesic paths on triangle meshes.,2017,Comput. Aided Des.,https://doi.org/10.1016/j.cad.2017.05.022,article
h/YingHe1,"['92/6403', '77/4730', '117/4768-3', '72/3380', 'h/YingHe1']",Discrete geodesic graph (DGG) for computing geodesic distances on polyhedral surfaces.,2017,Comput. Aided Geom. Des.,https://doi.org/10.1016/j.cagd.2017.03.010,article
h/YingHe1,"['27/2098', '97/5103', '153/7955', 'h/YingHe1']",Space complexity of exact discrete geodesic algorithms on regular triangulations.,2017,Inf. Process. Lett.,https://doi.org/10.1016/j.ipl.2017.04.005,article
h/YingHe1,"['122/2673', '03/5597', 't/NadiaMagnenatThalmann', 'h/YingHe1']",Sparse Low-Rank Matrix Approximation for Data Compression.,2017,IEEE Trans. Circuits Syst. Video Technol.,https://doi.org/10.1109/TCSVT.2015.2513698,article
h/YingHe1,"['92/2954-2', '42/2501-1', '28/4238', 'h/YingHe1']",ART: Adaptive fRequency-Temporal Co-Existing of ZigBee and WiFi.,2017,IEEE Trans. Mob. Comput.,"['https://doi.org/10.1109/TMC.2016.2573303', 'http://doi.ieeecomputersociety.org/10.1109/TMC.2016.2573303']",article
h/YingHe1,"['27/2098', '97/5103', '153/7955', 'h/YingHe1']",Constructing Intrinsic Delaunay Triangulations from the Dual of Geodesic Voronoi Diagrams.,2017,ACM Trans. Graph.,https://doi.org/10.1145/2999532,article
h/YingHe1,"['24/3702', 'h/YingHe1', '79/627', '94/5679']",Knot Optimization for Biharmonic B-splines on Manifold Triangle Meshes.,2017,IEEE Trans. Vis. Comput. Graph.,"['https://doi.org/10.1109/TVCG.2016.2605092', 'http://doi.ieeecomputersociety.org/10.1109/TVCG.2016.2605092', 'https://www.wikidata.org/entity/Q39409720']",article
h/YingHe1,"['122/2673', '03/5597', 'h/YingHe1', 'c/PhilipAChou']",Sparse representation for colors of 3D point cloud via virtual adaptive sampling.,2017,ICASSP,https://doi.org/10.1109/ICASSP.2017.7952692,inproceedings
h/YingHe1,"['198/4010', '72/2676', '54/6561', '55/6910', '91/3699', '122/2673', 'h/YingHe1']",Immersive and collaborative Taichi motion learning in various VR environments.,2017,VR,"['https://doi.org/10.1109/VR.2017.7892299', 'http://doi.ieeecomputersociety.org/10.1109/VR.2017.7892299']",inproceedings
h/YingHe1,"['24/3702', '26/3470', '77/4730', '27/2098', 'h/ShiMinHu', '79/627', '94/5679', 'h/YingHe1']",Poisson Vector Graphics (PVG) and Its Closed-Form Solver.,2017,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1701.04303')])",article
h/YingHe1,"['49/6996-1', 'h/YingHe1']",Consistent quadrangulation for shape collections via feature line co-extraction.,2016,Comput. Aided Des.,https://doi.org/10.1016/j.cad.2015.07.010,article
h/YingHe1,"['76/185', 'm/ChunyanMiao', '27/2098', '98/6239', 'h/YingHe1']",Solving the initial value problem of discrete geodesics.,2016,Comput. Aided Des.,https://doi.org/10.1016/j.cad.2015.07.012,article
h/YingHe1,"['122/2673', '03/5597', 't/NadiaMagnenatThalmann', 'h/YingHe1']",Low-latency compression of mocap data using learned spatial decorrelation transform.,2016,Comput. Aided Geom. Des.,https://doi.org/10.1016/j.cagd.2016.02.002,article
h/YingHe1,"['92/2954-2', '42/2501-1', '72/3380', 'h/YingHe1']",Autonomous deployment of wireless sensor networks for optimal coverage with directional sensing model.,2016,Comput. Networks,https://doi.org/10.1016/j.comnet.2016.08.007,article
h/YingHe1,"['92/6403', '189/9806', '58/10532', '26/3470', 'h/YingHe1']",User controllable anisotropic shape distribution on 3D meshes.,2016,Comput. Vis. Media,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1007/s41095-016-0057-1')])",article
h/YingHe1,"['27/2098', '153/7955', '136/5469', '97/5103', 'h/YingHe1']",Manifold differential evolution (MDE): a global optimization method for geodesic centroidal voronoi tessellations on meshes.,2016,ACM Trans. Graph.,http://dl.acm.org/citation.cfm?id=2982424,article
h/YingHe1,"['122/2673', '93/4010', '03/5597', 'h/YingHe1', '92/6289-26']",Sparsifying orthogonal transforms with compact bases for data compression.,2016,APSIPA,https://doi.org/10.1109/APSIPA.2016.7820905,inproceedings
h/YingHe1,"['27/2098', '55/2748', '173/0901', 'h/YingHe1']",Manifold SLIC: A Fast Method to Compute Content-Sensitive Superpixels.,2016,CVPR,"['https://doi.org/10.1109/CVPR.2016.77', 'http://doi.ieeecomputersociety.org/10.1109/CVPR.2016.77']",inproceedings
h/YingHe1,"['122/2673', '03/5597', 'h/YingHe1', '25/8798']",Robust laplacian matrix learning for smooth graph signals.,2016,ICIP,https://doi.org/10.1109/ICIP.2016.7532684,inproceedings
h/YingHe1,"['122/2673', '92/6289-26', '03/5597', 'h/YingHe1']",Sparse two-dimensional singular value decomposition.,2016,ICME,"['https://doi.org/10.1109/ICME.2016.7552922', 'http://doi.ieeecomputersociety.org/10.1109/ICME.2016.7552922']",inproceedings
h/YingHe1,"['190/5879', '136/5469', '27/2098', 'h/YingHe1', '89/1688']",Delta DLP 3D printing with large size.,2016,IROS,https://doi.org/10.1109/IROS.2016.7759338,inproceedings
h/YingHe1,"['16/6501-3', '92/1375-18', '26/3470', '27/2098', '42/3332', '42/2501-1', 'h/YingHe1']",Barehanded music: real-time hand interaction for virtual piano.,2016,I3D,https://doi.org/10.1145/2856400.2856411,inproceedings
h/YingHe1,"['92/6403', '58/10532', '27/2098', '72/3380', '49/4096', 'g/XianfengGu', '64/964', 'h/YingHe1']",Intrinsic computation of centroidal Voronoi tessellation (CVT) on meshes.,2015,Comput. Aided Des.,https://doi.org/10.1016/j.cad.2014.08.023,article
h/YingHe1,"['62/8074', '92/6403', 'h/YingHe1', '27/2098', '89/1688']",A unified framework for isotropic meshing based on narrow-band Euclidean distance transformation.,2015,Comput. Vis. Media,"[OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1007/s41095-015-0022-4')]), 'https://www.wikidata.org/entity/Q59434309']",article
h/YingHe1,"['87/5337', '72/7440', '87/4866-4', '78/681', 'h/YingHe1', 'g/XianfengGu']",Interior structure transfer via harmonic 1-forms.,2015,Multim. Tools Appl.,https://doi.org/10.1007/s11042-013-1508-7,article
h/YingHe1,"['61/1951', 'h/YingHe1', 'w/LimsoonWong', '03/1376']",Burial Level Change Defines a High Energetic Relevance for Protein Binding Interfaces.,2015,IEEE ACM Trans. Comput. Biol. Bioinform.,"['https://doi.org/10.1109/TCBB.2014.2361355', 'http://doi.ieeecomputersociety.org/10.1109/TCBB.2014.2361355', 'https://www.wikidata.org/entity/Q45953463']",article
h/YingHe1,"['122/2673', '03/5597', 't/NadiaMagnenatThalmann', 'h/YingHe1']",Compressing 3-D Human Motions via Keyframe-Based Geometry Videos.,2015,IEEE Trans. Circuits Syst. Video Technol.,https://doi.org/10.1109/TCSVT.2014.2329376,article
h/YingHe1,"['27/2098', '153/7955', '97/5103', 'h/YingHe1']",Efficient construction and simplification of Delaunay meshes.,2015,ACM Trans. Graph.,https://doi.org/10.1145/2816795.2818076,article
h/YingHe1,"['153/7955', '138/3460', '27/2098', '07/1830', 'h/YingHe1']",Fast Wavefront Propagation (FWP) for Computing Exact Geodesic Distances on Meshes.,2015,IEEE Trans. Vis. Comput. Graph.,"['https://doi.org/10.1109/TVCG.2015.2407404', 'http://doi.ieeecomputersociety.org/10.1109/TVCG.2015.2407404', 'https://www.wikidata.org/entity/Q40553028']",article
h/YingHe1,"['122/2673', '03/5597', 't/NadiaMagnenatThalmann', 'h/YingHe1']",Human Motion Capture Data Tailored Transform Coding.,2015,IEEE Trans. Vis. Comput. Graph.,"['https://doi.org/10.1109/TVCG.2015.2403328', 'http://doi.ieeecomputersociety.org/10.1109/TVCG.2015.2403328', 'https://www.wikidata.org/entity/Q30992810']",article
h/YingHe1,"['92/2954-2', '42/2501-1', '49/4096', 'h/YingHe1']",Autonomous Deployment for Load Balancing k-Surface Coverage in Sensor Networks.,2015,IEEE Trans. Wirel. Commun.,https://doi.org/10.1109/TWC.2014.2341585,article
h/YingHe1,"['118/9810', '92/2954-2', 'h/YingHe1', '87/5337', 'g/XianfengGu', '42/2501-1']",GRIP: Greedy Routing through dIstributed Parametrization for guaranteed delivery in WSNs.,2015,Wirel. Networks,https://doi.org/10.1007/s11276-014-0770-6,article
h/YingHe1,"['122/2673', '03/5597', 'h/YingHe1', 't/NadiaMagnenatThalmann']",Reordering-based transform for compressing human motion capture data.,2015,ISCAS,https://doi.org/10.1109/ISCAS.2015.7169253,inproceedings
h/YingHe1,"['62/8074', '92/6403', 'h/YingHe1', '27/2098', '89/1688']",Robust and GPU-friendly Isotropic Meshing Based on Narrow-banded Euclidean Distance Transformation.,2015,PG (Short Papers),https://doi.org/10.2312/pg.20151273,inproceedings
h/YingHe1,"['61/7527', '13/568', 'h/YingHe1', '92/6403', '49/3283']",Critical points with discrete Morse theory.,2015,SIGGRAPH Posters,https://doi.org/10.1145/2787626.2792614,inproceedings
h/YingHe1,"['27/2098', '153/7955', '97/5103', 'h/YingHe1']",Constructing Intrinsic Delaunay Triangulations from the Dual of Geodesic Voronoi Diagrams.,2015,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1505.05590')])",article
h/YingHe1,"['122/2673', '03/5597', 't/NadiaMagnenatThalmann', 'h/YingHe1']",Human Motion Capture Data Compression based on Learned Spatial Transform.,2015,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1506.08898')])",article
h/YingHe1,"['122/2673', '03/5597', 't/NadiaMagnenatThalmann', 'h/YingHe1']",CLRMA: Compact Low Rank Matrix Approximation for Data Compression.,2015,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1507.01673')])",article
h/YingHe1,"['58/10532', '61/1951', 'h/YingHe1']",A parallel algorithm for improving the maximal property of Poisson disk sampling.,2014,Comput. Aided Des.,https://doi.org/10.1016/j.cad.2013.08.016,article
h/YingHe1,"['118/9810', 'h/YingHe1']",A simple and local method for computing quasi-conformal map on 3D surfaces.,2014,Comput. Aided Des.,https://doi.org/10.1016/j.cad.2013.08.031,article
